Pestisit,Urun,MRL_Limiti,Buhar_Basinci_Ref_25C,Sicaklik_C,Sicaklik_Sinifi,Ucuculuk_Gosterge_Index,Ucuculuk_Sinifi,1ml_Saf_Madde_ppm,Uygulanan_Ilac_Miktari_ml,Tahmini_Kalinti_ppm,Etiket
Tebufenozide,Meat (from mammals other than marine mammals),0.05,0.01,19.2,0,-1.962,Orta,1200.0,2.16,0.0428,0
Permethrin,"Peas, shelled (succulent seeds)",0.1,0.01,32.0,1,-2.0479,Dusuk,1200.0,1.29,0.1125,1
Methomyl,Grapes,0.3,0.01,22.5,0,-1.9845,Orta,1200.0,21.12,0.4295,1
Fluensulfone,Small fruit vine climbing (subgroup),0.7,0.01,34.7,1,-2.066,Dusuk,1200.0,7.13,0.7268,1
Novaluron,Sweet corn fodder,40.0,0.01,16.5,0,-1.9442,Orta,1200.0,2171.04,25.6603,0
Clothianidin,Coffee beans,0.05,0.01,16.5,0,-1.9437,Orta,1200.0,2.21,0.0309,0
Tricyclazole,Eggs,0.01,0.01,27.5,1,-2.0179,Dusuk,1200.0,0.2,0.013,1
Pyriproxyfen,Melons (except watermelon),0.07,0.01,33.2,1,-2.056,Dusuk,1200.0,0.88,0.0835,1
Glufosinate-Ammonium,"Lettuce, leaf",0.4,0.01,20.3,0,-1.9696,Orta,1200.0,28.95,0.5133,1
Propiconazole,"Wheat, hay and/or straw",15.0,0.01,17.4,0,-1.9498,Orta,1200.0,1672.79,19.1923,1
Cypermethrins (including alpha- and zeta- cypermethrin),"Ginseng, dried including red ginseng",0.15,0.01,29.6,1,-2.032,Dusuk,1200.0,3.29,0.0941,0
Glufosinate-Ammonium,Asparagus,0.4,0.01,24.4,0,-1.9969,Orta,1200.0,20.16,0.4512,1
Dimethomorph,Edible offal (mammalian),0.01,0.01,24.4,0,-1.9972,Orta,1200.0,1.75,0.0119,1
Fluopicolide,Brussels sprouts,0.2,0.01,20.9,0,-1.9732,Orta,1200.0,9.53,0.1257,0
Isopyrazam,"Apples, dried",3.0,0.01,18.7,0,-1.9586,Orta,1200.0,230.13,2.4926,0
Mesotrione,Pome fruits (group),0.01,0.01,27.8,1,-2.0196,Dusuk,1200.0,0.13,0.0104,1
Permethrin,Spices,0.05,0.01,22.6,0,-1.985,Orta,1200.0,2.68,0.0344,0
Ametoctradin,Celery,20.0,0.01,20.4,0,-1.9702,Orta,1200.0,1033.21,13.2545,0
Fluensulfone,"Rice, hay and/or straw",0.06,0.01,33.7,1,-2.0595,Dusuk,1200.0,0.82,0.0343,0
Diflubenzuron,"Peppers chili, dried",20.0,0.01,34.1,1,-2.0623,Dusuk,1200.0,198.06,18.9401,0
Fenbuconazole,Rye,0.1,0.01,15.7,0,-1.9385,Orta,1200.0,7.88,0.1417,1
Fluopicolide,Leafy vegetables (group),30.0,0.01,21.3,0,-1.9764,Orta,1200.0,3641.66,31.8697,1
"2,4-D",Sorghum grain,0.01,0.01,29.0,1,-2.0278,Dusuk,1200.0,0.19,0.0102,1
Methomyl,Beans with pods (Phaseolus spp.) (immature pods and succulent seeds),1.0,0.01,32.3,1,-2.0502,Dusuk,1200.0,30.76,0.9969,0
Metrafenone,Poultry fats,0.01,0.01,27.6,1,-2.0183,Dusuk,1200.0,0.34,0.0108,1
Phosmet,Peach,10.0,0.01,22.3,0,-1.9832,Orta,1200.0,279.94,4.8117,0
Endosulfan,Litchi,2.0,0.01,15.6,0,-1.938,Orta,1200.0,118.79,1.0758,0
Permethrin,Cucumber,0.5,0.01,16.2,0,-1.942,Orta,1200.0,20.46,0.428,0
Endosulfan,Sweet potato,0.05,0.01,28.4,1,-2.0239,Dusuk,1200.0,0.64,0.0495,0
Spirotetramat,Soya bean (dry),4.0,0.01,17.7,0,-1.9517,Orta,1200.0,236.77,4.2826,1
Isocycloseram,Meat (from mammals other than marine mammals),0.02,0.01,28.0,1,-2.021,Dusuk,1200.0,0.21,0.0213,1
Saflufenacil,"Barley bran, unprocessed",3.0,0.01,30.8,1,-2.0398,Dusuk,1200.0,34.56,2.8434,0
Boscalid,"Tea, green, black (black, fermented and dried)",40.0,0.01,16.6,0,-1.9447,Orta,1200.0,2975.89,53.0698,1
Cyflumetofen,Strawberry,0.6,0.01,24.4,0,-1.997,Orta,1200.0,39.56,0.7576,1
Penconazole,Eggplant,0.09,0.01,19.0,0,-1.9609,Orta,1200.0,6.39,0.1393,1
Imazapyr,Meat (from mammals other than marine mammals),0.05,0.01,35.0,1,-2.0681,Dusuk,1200.0,0.23,0.0247,0
Dichlorvos,"Rice, husked",1.5,0.01,30.0,1,-2.0344,Dusuk,1200.0,13.25,1.3968,0
Imazapyr,Milks,0.01,0.01,19.6,0,-1.965,Orta,1200.0,0.81,0.0132,1
Penthiopyrad,Sweet corn (corn-on-the-cob),0.02,0.01,32.6,1,-2.0519,Dusuk,1200.0,0.1,0.0099,0
Bixafen,Sorghum grain,2.0,0.01,28.2,1,-2.0228,Dusuk,1200.0,15.25,1.3503,0
Acephate,Eggs,0.01,0.226,20.1,0,-0.6355,Orta,1350.0,0.96,0.0133,1
Clethodim,"Rape seed oil, crude",0.5,0.01,25.2,1,-2.0022,Dusuk,1200.0,13.54,0.5382,1
Ametoctradin,"Peppers chili, dried",15.0,0.01,15.0,0,-1.9339,Orta,1200.0,802.96,10.49,0
Sulfoxaflor,Wheat,0.2,0.01,23.3,0,-1.9897,Orta,1200.0,11.18,0.2409,1
Tebufenozide,Broccoli,0.5,0.01,28.2,1,-2.0225,Dusuk,1200.0,5.06,0.5504,1
Spirodiclofen,Citrus fruits (group),0.4,0.01,28.2,1,-2.0223,Dusuk,1200.0,8.11,0.3591,0
Penconazole,Eggplant,0.09,0.01,28.7,1,-2.0256,Dusuk,1200.0,1.64,0.1088,1
Ethephon,Wheat,0.5,0.01,29.2,1,-2.029,Dusuk,1200.0,5.41,0.4267,0
Lufenuron,Mammalian fats (except milk fats),2.0,0.01,20.3,0,-1.9696,Orta,1200.0,116.71,2.8024,1
Flutriafol,Peanut fodder,20.0,0.01,25.3,1,-2.0029,Dusuk,1200.0,152.3,11.6673,0
Cyflumetofen,Peaches (including apricots and nectarine) (subgroup),0.3,0.01,16.8,0,-1.9458,Orta,1200.0,21.31,0.3595,1
Endosulfan,Avocado,0.5,0.01,17.6,0,-1.9514,Orta,1200.0,69.26,0.6886,1
Fenamidone,Milks,0.01,0.01,29.8,1,-2.0333,Dusuk,1200.0,0.18,0.011,1
Etofenprox,Meat (from mammals other than marine mammals),0.5,0.01,26.2,1,-2.0093,Dusuk,1200.0,6.77,0.549,1
Flusilazole,Banana,0.03,0.01,28.9,1,-2.0273,Dusuk,1200.0,0.52,0.0209,0
Trifloxystrobin,Milks,0.02,0.01,24.4,0,-1.9972,Orta,1200.0,1.88,0.0242,1
Flupyradifurone,Cotton seed,0.8,0.01,16.0,0,-1.9408,Orta,1200.0,62.08,1.1309,1
Myclobutanil,Poultry fats,0.01,0.01,33.5,1,-2.0578,Dusuk,1200.0,0.35,0.008,0
Permethrin,Almonds,0.1,0.01,20.0,0,-1.9675,Orta,1200.0,5.85,0.0729,0
Fenitrothion,"Spices, fruits and berries",1.0,0.01,22.6,0,-1.9846,Orta,1200.0,38.46,0.8379,0
Fenazaquin,"Grape, dried (= Currants, Raisins and Sultanas)",1.5,0.01,20.3,0,-1.9697,Orta,1200.0,91.57,2.2062,1
Boscalid,Legume vegetables (group),3.0,0.01,32.3,1,-2.0498,Dusuk,1200.0,37.83,4.0428,1
Flupyradifurone,Peaches (including apricots and nectarine) (subgroup),1.5,0.01,27.5,1,-2.0175,Dusuk,1200.0,34.09,0.687,0
Cyflumetofen,Grapes,0.6,0.01,29.6,1,-2.0317,Dusuk,1200.0,5.36,0.5853,0
Spirotetramat,Potato,0.8,0.01,30.9,1,-2.0409,Dusuk,1200.0,9.11,0.8781,1
Fenamidone,Poultry fats,0.01,0.01,24.8,0,-1.9996,Orta,1200.0,0.61,0.0124,1
Endosulfan,Tomato,0.5,0.01,29.0,1,-2.0282,Dusuk,1200.0,8.65,0.54,1
Myclobutanil,Edible offal (mammalian),0.01,0.01,29.1,1,-2.0287,Dusuk,1200.0,0.12,0.0075,0
Fenamiphos,"Poultry, edible offal of",0.01,0.01,26.1,1,-2.0082,Dusuk,1200.0,0.33,0.0108,1
Carbendazim,"Squash, summer",0.5,0.01,28.6,1,-2.0249,Dusuk,1200.0,5.09,0.4138,0
Deltamethrin,"Kidney of cattle, goats, pigs and sheep",0.03,2e-06,23.6,0,-5.6744,Cok Dusuk (Kalici),500.0,0.33,0.0413,1
Flumioxazin,Sweet potato,0.02,0.01,33.1,1,-2.0556,Dusuk,1200.0,0.75,0.0176,0
Kresoxim-Methyl,Leek,10.0,0.01,31.5,1,-2.0445,Dusuk,1200.0,129.9,10.0123,1
Tebuconazole,Coffee beans,0.4,0.01,23.4,0,-1.9904,Orta,1200.0,11.98,0.2283,0
Thiamethoxam,Barley,0.5,0.01,17.6,0,-1.9512,Orta,1200.0,20.3,0.4412,0
Thiamethoxam,"Wheat bran, processed",0.4,0.01,33.4,1,-2.0572,Dusuk,1200.0,5.21,0.3565,0
Imazalil,Wheat,0.01,0.01,30.1,1,-2.0349,Dusuk,1200.0,0.11,0.0116,1
Captan,Tomato,5.0,0.01,23.7,0,-1.992,Orta,1200.0,279.86,6.3061,1
Fenhexamid,Bilberry,5.0,0.01,16.8,0,-1.946,Orta,1200.0,132.25,2.8691,0
Propamocarb,Poultry fats,0.01,0.01,26.3,1,-2.0095,Dusuk,1200.0,0.24,0.0053,0
Myclobutanil,Tomato,0.3,0.01,25.6,1,-2.0053,Dusuk,1200.0,1.7,0.1973,0
Ethephon,Eggs,0.01,0.01,17.0,0,-1.9471,Orta,1200.0,0.71,0.0089,0
Fluensulfone,Komatsuma,9.0,0.01,18.2,0,-1.9552,Orta,1200.0,663.56,12.2066,1
Penthiopyrad,"Peas, shelled (succulent seeds)",0.3,0.01,20.5,0,-1.9711,Orta,1200.0,16.6,0.3322,1
Imazapic,"Wheat, hay and/or straw",0.05,0.01,23.0,0,-1.9875,Orta,1200.0,2.77,0.0485,0
Flubendiamide,Celery,5.0,0.01,26.8,1,-2.0133,Dusuk,1200.0,194.97,6.2836,1
Spirotetramat,Peppers chili,2.0,0.01,34.6,1,-2.0652,Dusuk,1200.0,92.6,2.3309,1
Cyhexatin,Grapes,0.3,0.01,18.9,0,-1.9599,Orta,1200.0,19.64,0.3133,1
Isoflucypram,Meat (from mammals other than marine mammals),0.01,0.01,15.1,0,-1.9348,Orta,1200.0,0.66,0.008,0
Triadimenol,Meat (from mammals other than marine mammals),0.02,0.01,33.6,1,-2.0584,Dusuk,1200.0,0.21,0.0149,0
Abamectin,Grape juice,0.05,2e-07,21.8,0,-6.6302,Cok Dusuk (Kalici),1160.0,0.33,0.07,1
Cypermethrins (including alpha- and zeta- cypermethrin),Poultry fats,0.1,0.01,16.9,0,-1.9468,Orta,1200.0,7.68,0.1252,1
Isocycloseram,Eggplant,0.3,0.01,25.4,1,-2.0038,Dusuk,1200.0,9.36,0.3661,1
MCPA,"Poultry, edible offal of",0.05,0.01,21.4,0,-1.9766,Orta,1200.0,3.21,0.0653,1
Acephate,Poultry fats,0.1,0.226,28.3,1,-0.6533,Orta,1350.0,3.82,0.0568,0
Methoprene,"Oilseed, except peanut",4.0,0.01,22.3,0,-1.9827,Orta,1200.0,160.69,3.0935,0
Oxamyl,Tomato,0.01,0.01,32.5,1,-2.0514,Dusuk,1200.0,0.11,0.0064,0
Trifloxystrobin,Peanut,0.02,0.01,23.7,0,-1.9922,Orta,1200.0,0.68,0.016,0
Flumioxazin,Milks,0.02,0.01,33.1,1,-2.0552,Dusuk,1200.0,0.24,0.0212,1
Cyromazine,Bean (dry),3.0,0.01,22.1,0,-1.9814,Orta,1200.0,221.05,3.8801,1
Spinosad,Grapes,0.5,0.01,30.7,1,-2.0394,Dusuk,1200.0,4.7,0.3121,0
Dinocap,"Squash, summer",0.07,0.01,15.4,0,-1.9367,Orta,1200.0,2.87,0.0352,0
Quinclorac,Mammalian fats (except milk fats),0.05,0.01,29.1,1,-2.0286,Dusuk,1200.0,0.78,0.0235,0
Malathion,Wheat,10.0,0.01,25.9,1,-2.0074,Dusuk,1200.0,239.22,9.4513,0
Dichlobenil,Meat (from mammals other than marine mammals),0.01,0.01,28.1,1,-2.0216,Dusuk,1200.0,0.19,0.0056,0
Tioxazafen,Milks,0.02,0.01,33.2,1,-2.0559,Dusuk,1200.0,0.14,0.0127,0
Esfenvalerate,Tomato,0.1,0.01,22.5,0,-1.984,Orta,1200.0,7.11,0.1456,1
Dichlobenil,Milks,0.01,0.01,31.2,1,-2.0424,Dusuk,1200.0,0.25,0.014,1
Chlordane,Sorghum grain,0.02,0.01,26.2,1,-2.009,Dusuk,1200.0,0.49,0.0204,1
Fenbutatin Oxide,Eggs,0.05,0.01,33.9,1,-2.0605,Dusuk,1200.0,1.33,0.0577,1
Pirimicarb,Brassica vegetables (except Brassica leafy vegetables) (group),0.5,0.01,32.5,1,-2.0515,Dusuk,1200.0,23.84,0.6044,1
Fenbutatin Oxide,Prunes,10.0,0.01,17.7,0,-1.9523,Orta,1200.0,675.15,10.0558,1
Endosulfan,Poultry meat,0.03,0.01,17.4,0,-1.9501,Orta,1200.0,2.33,0.0418,1
Acetochlor,Meat (from mammals other than marine mammals),0.02,22.0,18.0,0,1.3114,Yuksek,1120.0,9.16,0.0318,1
Tebuconazole,Sweet corn (corn-on-the-cob),0.6,0.01,24.0,0,-1.9945,Orta,1200.0,40.47,0.8996,1
Tebuconazole,Sweet corn (corn-on-the-cob),0.6,0.01,29.6,1,-2.0319,Dusuk,1200.0,5.67,0.4904,0
Indoxacarb,"Lettuce, head",7.0,0.01,22.4,0,-1.9836,Orta,1200.0,613.98,5.4855,0
Isoflucypram,"Triticale, hay and/or straw",5.0,0.01,27.6,1,-2.0187,Dusuk,1200.0,83.35,4.9803,0
Propamocarb,Broccoli,3.0,0.01,24.4,0,-1.9969,Orta,1200.0,276.16,2.5508,0
Dimethenamid-P,Sorghum grain,0.01,0.01,24.6,0,-1.9981,Orta,1200.0,0.62,0.0092,0
Dithiocarbamates,Grapes,5.0,0.01,15.4,0,-1.9367,Orta,1200.0,338.82,4.5545,0
Pirimicarb,"Lettuce, head",5.0,0.01,15.4,0,-1.9366,Orta,1200.0,315.08,3.7515,0
Fenpropathrin,Milks,0.01,0.01,18.7,0,-1.9584,Orta,1200.0,1.35,0.0107,1
Tebuconazole,Pear,1.0,0.01,26.1,1,-2.0085,Dusuk,1200.0,5.62,0.5537,0
Fenpropimorph,"Barley, hay and/or straw",0.5,0.01,18.1,0,-1.9548,Orta,1200.0,63.53,0.6676,1
Ethiprole,"Poultry, edible offal of",0.05,0.01,16.0,0,-1.9406,Orta,1200.0,1.72,0.0287,0
Teflubenzuron,Sugar cane,0.01,0.01,16.6,0,-1.9443,Orta,1200.0,1.02,0.015,1
Fipronil,Barley,0.002,0.01,32.1,1,-2.0484,Dusuk,1200.0,0.07,0.0022,1
Methomyl,"Wheat bran, unprocessed",3.0,0.01,28.7,1,-2.0258,Dusuk,1200.0,52.85,2.3583,0
Bifenazate,Milks,0.01,0.01,18.8,0,-1.9594,Orta,1200.0,0.54,0.0123,1
Dithiocarbamates,Stone fruits (group),7.0,0.01,31.9,1,-2.0474,Dusuk,1200.0,63.53,4.7917,0
Endosulfan,Cacao beans,0.2,0.01,30.8,1,-2.0396,Dusuk,1200.0,2.14,0.1276,0
Fenbutatin Oxide,"Grape pomace, dried",100.0,0.01,23.9,0,-1.9934,Orta,1200.0,13274.74,88.5999,0
Imidacloprid,Melons (except watermelon),0.2,4e-07,28.6,1,-6.4789,Cok Dusuk (Kalici),1540.0,0.38,0.1059,0
Fipronil,Cattle milk,0.02,0.01,24.6,0,-1.998,Orta,1200.0,1.0,0.0225,1
Spinosad,Cattle milk,1.0,0.01,19.7,0,-1.9656,Orta,1200.0,43.39,0.899,0
Sedaxane,Potato,0.02,0.01,31.3,1,-2.0435,Dusuk,1200.0,0.34,0.0302,1
Propiconazole,Plums (including fresh prunes) (subgroup),0.4,0.01,21.4,0,-1.9769,Orta,1200.0,21.03,0.2369,0
Aldicarb,"Cotton seed oil, edible",0.01,4.0,26.1,1,0.6046,Yuksek,1190.0,1.61,0.0078,0
Dimethomorph,Spinach,30.0,0.01,17.1,0,-1.9477,Orta,1200.0,2282.41,16.3782,0
Tebuconazole,Brussels sprouts,0.3,0.01,26.9,1,-2.0137,Dusuk,1200.0,12.13,0.3677,1
Methiocarb,"Cabbages, head",0.1,0.01,27.6,1,-2.0188,Dusuk,1200.0,1.66,0.0951,0
Boscalid,Almond hulls,15.0,0.01,23.1,0,-1.9881,Orta,1200.0,1079.0,11.7608,0
Abamectin,Herbs,0.01,2e-07,19.6,0,-6.5809,Cok Dusuk (Kalici),1160.0,0.03,0.0058,0
Spirotetramat,Bush berries (subgroup),1.5,0.01,15.3,0,-1.9357,Orta,1200.0,60.64,1.1987,0
Fenbuconazole,Barley,0.2,0.01,25.4,1,-2.004,Dusuk,1200.0,2.63,0.2494,1
Permethrin,Sweet corn (corn-on-the-cob),0.1,0.01,20.8,0,-1.9727,Orta,1200.0,3.75,0.0792,0
Hydrogen Phosphide,Cereal grains (group),0.1,0.01,20.2,0,-1.9686,Orta,1200.0,5.81,0.0775,0
Flupyradifurone,"Pummelo and grapefruits (including Shaddock-like hybrids, among others Grapefruit) (subgroup)",0.7,0.01,21.7,0,-1.9791,Orta,1200.0,23.27,0.4659,0
Fenthion,Cherries (subgroup),2.0,0.01,17.2,0,-1.9484,Orta,1200.0,144.87,3.0287,1
Phosalone,"Spices, fruits and berries",2.0,0.01,15.5,0,-1.9373,Orta,1200.0,65.23,1.2382,0
Dinocap,Peppers (subgroup),0.2,0.01,21.0,0,-1.9741,Orta,1200.0,17.21,0.1088,0
Imazethapyr,Poultry meat,0.01,0.01,27.4,1,-2.017,Dusuk,1200.0,0.12,0.013,1
Trifloxystrobin,Brussels sprouts,0.1,0.01,28.9,1,-2.0273,Dusuk,1200.0,4.01,0.1303,1
Sulfoxaflor,Asparagus,0.01,0.01,31.4,1,-2.0442,Dusuk,1200.0,0.17,0.0117,1
Terbufos,Milks,0.01,0.01,29.5,1,-2.0313,Dusuk,1200.0,0.1,0.0089,0
Acetamiprid,Beans without pods (Phaseolus spp.) (succulent seeds),0.3,1e-06,28.9,1,-6.0816,Cok Dusuk (Kalici),1330.0,0.51,0.1877,0
Clothianidin,Banana,0.02,0.01,19.8,0,-1.9663,Orta,1200.0,2.3,0.0212,1
Imazapic,Maize,0.01,0.01,26.8,1,-2.0134,Dusuk,1200.0,0.1,0.0063,0
Dichlorvos,Milks,0.01,0.01,26.8,1,-2.013,Dusuk,1200.0,0.18,0.0066,0
Omethoate,Dry beans (subgroup),0.08,0.01,29.3,1,-2.0301,Dusuk,1200.0,1.53,0.0729,0
Bitertanol,Plums (including fresh prunes) (subgroup),2.0,0.01,21.7,0,-1.9787,Orta,1200.0,216.81,1.815,0
Malathion,Maize,0.05,0.01,20.7,0,-1.9724,Orta,1200.0,1.36,0.032,0
Teflubenzuron,Soya bean (dry),0.05,0.01,30.8,1,-2.0398,Dusuk,1200.0,0.68,0.0625,1
Thiamethoxam,Goji berry,1.5,0.01,18.8,0,-1.9597,Orta,1200.0,217.4,1.6531,1
Malathion,"Peppers chili, dried",1.0,0.01,18.5,0,-1.9574,Orta,1200.0,98.9,1.2498,1
Bicyclopyrone,Meat (from mammals other than marine mammals),0.02,0.01,31.8,1,-2.0467,Dusuk,1200.0,0.25,0.0137,0
Propiconazole,Maize,0.05,0.01,25.9,1,-2.0073,Dusuk,1200.0,0.65,0.0387,0
Clothianidin,"Fruiting vegetables, other than cucurbits (group)",0.05,0.01,17.8,0,-1.953,Orta,1200.0,6.3,0.043,0
Kresoxim-Methyl,"Poultry, edible offal of",0.02,0.01,15.7,0,-1.9385,Orta,1200.0,1.26,0.0175,0
Clothianidin,Mango,0.04,0.01,33.7,1,-2.0594,Dusuk,1200.0,0.49,0.0401,1
Cycloxydim,Strawberry,3.0,0.01,15.3,0,-1.9359,Orta,1200.0,375.08,2.9513,0
Hexythiazox,"Grape pomace, dried",15.0,0.01,26.8,1,-2.0131,Dusuk,1200.0,187.9,18.2229,1
Ethoprophos,Milks,0.01,0.01,22.9,0,-1.9871,Orta,1200.0,0.61,0.0084,0
Penthiopyrad,"Cabbages, head",4.0,0.01,25.6,1,-2.0049,Dusuk,1200.0,40.72,4.1671,1
Prothioconazole,Soya bean (dry),0.2,0.01,33.7,1,-2.0594,Dusuk,1200.0,4.58,0.1179,0
Fenazaquin,Milks,0.02,0.01,16.4,0,-1.9432,Orta,1200.0,1.49,0.0229,1
Cypermethrins (including alpha- and zeta- cypermethrin),Poultry fats,0.1,0.01,23.8,0,-1.9927,Orta,1200.0,3.55,0.0664,0
Pyrasulfotole,Poultry fats,0.02,0.01,24.0,0,-1.9943,Orta,1200.0,0.86,0.0149,0
Mesotrione,Sorghum grain,0.01,0.01,27.0,1,-2.0144,Dusuk,1200.0,0.06,0.0046,0
Bixafen,Milk fats,5.0,0.01,32.7,1,-2.0528,Dusuk,1200.0,72.83,4.4998,0
Methiocarb,Peas (pods and succulent=immature seeds),0.1,0.01,16.9,0,-1.9469,Orta,1200.0,4.73,0.0759,0
Quintozene,Sugar beet,0.01,0.01,29.3,1,-2.0297,Dusuk,1200.0,0.21,0.0082,0
Methomyl,Soya bean hulls,1.0,0.01,17.5,0,-1.9504,Orta,1200.0,35.64,0.672,0
Methomyl,Mint hay,0.5,0.01,24.1,0,-1.9952,Orta,1200.0,42.84,0.5099,1
Dithiocarbamates,Peanut,0.1,0.01,26.5,1,-2.0111,Dusuk,1200.0,1.15,0.0862,0
Fenazaquin,Plums (including fresh prunes) (subgroup),0.5,0.01,22.0,0,-1.9807,Orta,1200.0,18.56,0.3796,0
Ametoctradin,Potato,0.05,0.01,18.4,0,-1.9567,Orta,1200.0,1.62,0.0299,0
Permethrin,"Peas, shelled (succulent seeds)",0.1,0.01,21.6,0,-1.9785,Orta,1200.0,2.63,0.0503,0
Flupyradifurone,Wheat wholemeal,5.0,0.01,17.5,0,-1.9504,Orta,1200.0,320.1,4.276,0
Spirotetramat,Stone fruits (group),3.0,0.01,25.7,1,-2.0056,Dusuk,1200.0,40.62,3.696,1
Thiamethoxam,Popcorn,0.01,0.01,16.0,0,-1.9407,Orta,1200.0,0.65,0.0091,0
Pirimicarb,Milks,0.01,0.01,16.4,0,-1.9433,Orta,1200.0,0.71,0.0138,1
Methomyl,Plums (including fresh prunes) (subgroup),1.0,0.01,18.2,0,-1.9556,Orta,1200.0,32.98,0.7834,0
Pyrimethanil,Tomato,0.7,0.01,24.2,0,-1.9956,Orta,1200.0,25.54,0.6356,0
Dimethenamid-P,Garlic,0.01,0.01,17.5,0,-1.9506,Orta,1200.0,0.84,0.0095,0
Cyhalothrin (includes lambda-cyhalothrin),Citrus fruits (group),0.2,0.01,18.9,0,-1.9602,Orta,1200.0,8.92,0.1922,0
Fenazaquin,"Fruiting vegetables, cucurbits (group)",0.3,0.01,26.8,1,-2.0128,Dusuk,1200.0,2.02,0.1711,0
Tebufenozide,Walnuts,0.05,0.01,19.0,0,-1.9606,Orta,1200.0,2.75,0.0367,0
"2,4-D",Poultry meat,0.05,0.01,16.7,0,-1.9455,Orta,1200.0,2.83,0.0371,0
Fenthion,"Olive oil, virgin",1.0,0.01,32.7,1,-2.0526,Dusuk,1200.0,12.71,1.4325,1
Metrafenone,Peppers chili,2.0,0.01,22.8,0,-1.9864,Orta,1200.0,132.93,1.6161,0
Captan,Potato,0.05,0.01,32.3,1,-2.0498,Dusuk,1200.0,0.41,0.0471,0
Triazophos,"Cotton seed oil, crude",1.0,0.01,15.6,0,-1.9379,Orta,1200.0,181.84,1.4469,1
Dithiocarbamates,"Cabbages, head",5.0,0.01,27.8,1,-2.0201,Dusuk,1200.0,146.83,6.6277,1
Disulfoton,Chicken eggs,0.02,0.01,15.6,0,-1.9377,Orta,1200.0,1.72,0.0252,1
Tebuconazole,"Rye straw and fodder, dry",40.0,0.01,18.3,0,-1.9562,Orta,1200.0,3051.69,44.7647,1
Lufenuron,"Poultry, edible offal of",0.02,0.01,25.2,1,-2.0026,Dusuk,1200.0,0.25,0.0155,0
Cyromazine,"Onion, bulb",0.1,0.01,22.9,0,-1.9868,Orta,1200.0,4.63,0.1081,1
Indoxacarb,Mints,15.0,0.01,23.4,0,-1.9905,Orta,1200.0,900.11,22.4672,1
Methoxyfenozide,Common bean (pods and/or immature seeds),2.0,0.01,28.9,1,-2.0271,Dusuk,1200.0,103.69,2.6198,1
Mandestrobin,Strawberry,3.0,0.01,29.8,1,-2.0334,Dusuk,1200.0,37.91,2.5672,0
Chlorpyrifos-Methyl,Milk fats,0.01,0.01,33.0,1,-2.0546,Dusuk,1200.0,0.19,0.0143,1
Dimethomorph,Poultry meat,0.01,0.01,27.6,1,-2.0185,Dusuk,1200.0,0.18,0.0081,0
Oxamyl,Peppers (subgroup),0.01,0.01,29.7,1,-2.0324,Dusuk,1200.0,0.09,0.0078,0
Saflufenacil,"Wheat, hay and/or straw",10.0,0.01,25.2,1,-2.0025,Dusuk,1200.0,105.58,7.9779,0
Bifenazate,Peppers chili,3.0,0.01,15.1,0,-1.9349,Orta,1200.0,319.14,3.7237,1
Flupyradifurone,Beans with pods (Phaseolus spp.) (immature pods and succulent seeds),1.5,0.01,15.5,0,-1.9371,Orta,1200.0,100.38,1.7059,1
Imazamox,Barley,0.02,0.01,34.5,1,-2.0647,Dusuk,1200.0,0.37,0.0219,1
Dimethoate,Poultry fats,0.001,0.01,17.9,0,-1.9537,Orta,1200.0,0.05,0.0009,0
Methomyl,Barley,2.0,0.01,28.6,1,-2.0249,Dusuk,1200.0,9.04,0.8459,0
Bitertanol,Apricot,1.0,0.01,33.3,1,-2.0569,Dusuk,1200.0,27.69,1.067,1
Fluindapyr,"Wheat, hay and/or straw",15.0,0.01,21.5,0,-1.9778,Orta,1200.0,1488.57,15.7938,1
Indoxacarb,Poultry meat,0.01,0.01,25.1,1,-2.0019,Dusuk,1200.0,0.07,0.0052,0
Spirotetramat,Sugar beet leaves or tops (dry),8.0,0.01,16.1,0,-1.941,Orta,1200.0,358.45,4.9159,0
Sulfoxaflor,Sorghum grain,0.2,0.01,29.4,1,-2.0305,Dusuk,1200.0,3.65,0.2482,1
Bifenazate,Almond hulls,10.0,0.01,18.3,0,-1.956,Orta,1200.0,1265.46,10.9118,1
Sulfoxaflor,Edible offal (mammalian),1.0,0.01,33.5,1,-2.0578,Dusuk,1200.0,19.13,1.4622,1
Trifloxystrobin,"Wheat, hay and/or straw",5.0,0.01,24.0,0,-1.9944,Orta,1200.0,368.33,6.8179,1
Aminopyralid,Poultry meat,0.01,0.01,30.1,1,-2.0351,Dusuk,1200.0,0.15,0.0135,1
Boscalid,Mango,2.0,0.01,25.6,1,-2.0051,Dusuk,1200.0,34.99,1.8838,0
Tebuconazole,Cauliflower,0.05,0.01,33.5,1,-2.0579,Dusuk,1200.0,1.28,0.0647,1
Flusilazole,Eggs,0.1,0.01,34.8,1,-2.0668,Dusuk,1200.0,1.19,0.0521,0
Fluensulfone,Apple juice,0.4,0.01,19.8,0,-1.9658,Orta,1200.0,22.03,0.4862,1
Etoxazole,Edible offal (mammalian),0.01,0.01,23.9,0,-1.9936,Orta,1200.0,0.53,0.012,1
Flumioxazin,Lentil (dry),0.07,0.01,30.2,1,-2.0356,Dusuk,1200.0,0.83,0.0991,1
Dinotefuran,Leafy vegetables (group),6.0,0.01,21.6,0,-1.978,Orta,1200.0,408.17,4.3566,0
